#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 01 10 14 50 119  2.3  2.8  1.03 16.00 10.97 253 1020.3  14.4  14.9  13.0 99.0 99.00
2012 01 10 15 50 112  2.5  3.0  1.07 17.39 11.18 250 1020.5  14.7  14.9  13.0 99.0 99.00
2012 01 10 16 50 101  2.7  3.2  1.21 17.39 11.10 286 1021.2  14.7  14.9  12.1 99.0 99.00
2012 01 10 17 50  98  2.4  3.0  1.13 16.00 10.76 274 1021.6  14.7  14.9  10.9 99.0 99.00
2012 01 10 18 50  99  3.0  3.5  1.16 16.00 11.18 275 1021.0  14.5  15.1  13.4 99.0 99.00
2012 01 10 19 50  98  3.2  3.7  1.06 16.00 10.99 245 1019.9  14.5  15.2  13.5 99.0 99.00
2012 01 10 20 50 115  2.4  3.0  1.30 16.00 12.05 246 1018.7  14.6  15.3  13.1 99.0 99.00
2012 01 10 21 50 142  1.7  2.1  1.07 16.00 11.11 268 1018.2  14.7  15.4  12.7 99.0 99.00
2012 01 10 22 50 185  2.0  2.3  1.24 16.00 11.75 233 1018.0  15.1  15.5  12.7 99.0 99.00
2012 01 10 23 50 233  3.3  3.9  0.99 16.00 10.65 266 1018.2  14.9  15.5  13.0 99.0 99.00
2012 01 11 00 50 267  3.6  4.2  1.21 16.00 11.57 249 1018.4  14.3  15.3  13.9 99.0 99.00
2012 01 11 01 50 304  4.7  5.6  1.12 14.81 11.16 266 1018.4  14.2  15.2  13.9 99.0 99.00
2012 01 11 02 50 326  4.7  5.6  1.26 16.00 10.70 273 1018.2  14.0  15.1  13.5 99.0 99.00
2012 01 11 03 50 313  3.1  3.6  1.25 16.00 10.36 276 1018.1  13.9  15.1  11.2 99.0 99.00
2012 01 11 04 50 309  3.5  4.3  1.06 14.81  8.73 287 1018.1  13.9  15.0  11.2 99.0 99.00
2012 01 11 05 50 298  4.8  5.5  1.24 16.00  9.83 277 1018.1  13.9  15.0  11.8 99.0 99.00
2012 01 11 06 50 313  3.9  5.0  1.26 14.81  8.61 271 1018.2  13.8  14.9  11.8 99.0 99.00
2012 01 11 07 50 302  3.7  4.6  1.29 14.81  9.24 289 1017.6  14.0  14.9  10.5 99.0 99.00
2012 01 11 08 50 315  3.1  3.7  1.33 16.00  9.77 283 1017.2  13.7  14.9  11.1 99.0 99.00
2012 01 11 09 50 328  3.4  4.2  1.35 14.81 10.37 275 1017.2  13.7  14.9  12.2 99.0 99.00
2012 01 11 10 50 340  3.5  4.1  1.14 14.81  9.82 281 1017.1  13.4  14.8  12.5 99.0 99.00
2012 01 11 11 50 318  3.2  3.9  1.21 16.00 10.31 291 1016.9  13.4  14.8  11.9 99.0 99.00
2012 01 11 12 50 306  2.9  3.5  1.02 14.81  9.15 265 1016.7  13.6  14.8  11.5 99.0 99.00
2012 01 11 13 50 332  4.0  4.9  1.10 14.81  9.92 275 1016.9  13.7  14.8   9.9 99.0 99.00
2012 01 11 14 50 322  4.6  5.5  1.04 14.81  9.75 236 1017.0  13.7  14.8  11.7 99.0 99.00
2012 01 11 15 50 332  3.6  4.6  1.19 14.81  9.39 252 1017.4  13.6  14.7  11.9 99.0 99.00
2012 01 11 16 50 348  3.0  4.0  1.13 14.81  9.23 294 1017.4  13.5  14.7  12.0 99.0 99.00
2012 01 11 17 50 333  2.5  3.1  1.21 14.81  8.78 273 1017.8  13.6  14.8  12.1 99.0 99.00
2012 01 11 18 50 341  2.2  2.7  1.44 14.81  9.97 244 1017.3  13.6  14.8  11.8 99.0 99.00
2012 01 11 19 50 359  2.7  3.5  1.21 14.81  8.95 275 1016.7  13.6  14.9  11.7 99.0 99.00
2012 01 11 20 50 344  3.3  3.8  1.28 14.81  9.32 260 1015.9  14.0  14.9  12.2 99.0 99.00
2012 01 11 21 50 308  3.8  4.3  1.20 14.81  9.00 263 1015.3  14.3  15.0  12.2 99.0 99.00
2012 01 11 22 50 258  3.1  3.8  1.06 14.81  8.58 284 1015.3  14.1  15.0  12.2 99.0 99.00
2012 01 11 23 50 281  3.1  3.8  1.24 14.81  9.32 255 1015.1  13.9  15.0  12.2 99.0 99.00
2012 01 12 00 50 313  1.8  2.8  1.09 12.90  9.00 282 1015.4  14.1  14.9  11.8 99.0 99.00
2012 01 12 01 50 206  2.2  3.0  1.11 13.79  8.44 218 1015.7  14.0  14.9  12.8 99.0 99.00
2012 01 12 02 50 343  2.1  2.7  1.05 13.79  8.27 203 1015.1  14.2  14.8  12.8 99.0 99.00
2012 01 12 03 50 358  6.0  7.7  1.13 13.79  7.41 271 1014.5  14.6  14.8  12.2 99.0 99.00
2012 01 12 04 50 317  4.0  4.9  1.12 13.79  6.40 262 1014.9  14.4  14.7  13.1 99.0 99.00
2012 01 12 05 50 334  3.2  3.8  1.08 13.79  6.27 227 1015.4  14.6  14.7  13.0 99.0 99.00
2012 01 12 06 50 329  2.7  3.3  1.18 12.90  7.59 285 1015.5  14.5  14.6  13.7 99.0 99.00
2012 01 12 07 50 335  1.9  2.4  1.05 13.79  7.62 254 1015.5  14.6  14.6  13.9 99.0 99.00
2012 01 12 08 50 245  0.6  0.9  0.96 13.79  7.10 230 1015.4  14.4  14.6  14.2 99.0 99.00
2012 01 12 09 50 237  1.0  1.5  0.91 12.90  7.70 216 1015.5  14.4  14.6  14.2 99.0 99.00
2012 01 12 10 50 180  0.1  0.3  0.99 13.79  8.78 221 1015.5  14.4  14.6  14.2 99.0 99.00
2012 01 12 11 50 264  2.0  2.8  0.95 13.79  9.17 215 1015.1  14.2  14.6  13.6 99.0 99.00
2012 01 12 12 50 228  2.0  3.0  0.96 12.90  9.12 218 1015.0  14.3  14.6  13.3 99.0 99.00
2012 01 12 13 50 300  2.2  2.8  1.02 12.90  9.26 244 1015.6  14.5  14.6  13.5 99.0 99.00
2012 01 12 14 50 335  4.4  5.3  0.99 13.79  8.87 256 1015.8  14.4  14.6  14.2 99.0 99.00
2012 01 12 15 50 326  3.4  4.0  1.00 13.79  8.70 229 1016.0  14.4  14.6  14.0 99.0 99.00
2012 01 12 16 50 335  3.1  4.0  0.94 13.79  7.65 253 1016.5  14.8  14.6  13.1 99.0 99.00
2012 01 12 17 50 345  1.3  1.8  0.91 13.79  6.37 221 1016.8  15.1  14.7  12.8 99.0 99.00
2012 01 12 18 50  88  1.0  1.5  0.99 12.90  6.45 251 1016.8  15.2  15.0  13.1 99.0 99.00
2012 01 12 19 50 124  1.4  1.8  0.95 13.79  6.24 211 1016.2  15.3  15.4  14.0 99.0 99.00
2012 01 12 20 50 166  0.8  1.2  0.83 13.79  6.40 168 1015.4  15.7  15.5  14.3 99.0 99.00
2012 01 12 21 50 207  1.7  2.2  0.90 12.90  7.42 212 1014.8  16.2  15.9  13.9 99.0 99.00
2012 01 12 22 50 295  2.2  2.7  0.85 13.79  8.17 220 1014.7  15.9  16.1  13.8 99.0 99.00
2012 01 12 23 50 309  1.2  1.6  0.80 13.79  7.77 244 1015.3  16.0  15.7  13.7 99.0 99.00
2012 01 13 00 50 340  1.6  2.0  0.84 12.90  7.72 239 1015.5  15.3  15.5  14.1 99.0 99.00
2012 01 13 01 50 276  1.3  1.8  0.83 12.90  7.81 221 1015.8  15.1  15.5  13.5 99.0 99.00
2012 01 13 02 50 292  2.8  3.2  0.83 12.90  7.54 232 1016.0  15.2  15.3  12.6 99.0 99.00
2012 01 13 03 50 295  2.2  2.5  0.88 12.90  7.81 233 1016.2  15.7  15.1  12.0 99.0 99.00
2012 01 13 04 50  42  2.2  2.6  0.75 12.90  7.07 208 1016.4  16.4  15.1  10.6 99.0 99.00
2012 01 13 05 50  39  2.4  3.2  0.79 13.79  7.25 230 1016.8  16.8  14.9   9.2 99.0 99.00
2012 01 13 06 50  95  3.6  4.4  0.91 12.12  6.83 242 1016.9  16.2  14.8  10.3 99.0 99.00
2012 01 13 07 50 108  3.5  4.2  0.85 12.90  6.13 193 1017.2  15.7  14.8  11.9 99.0 99.00
2012 01 13 08 50 285  1.1  1.6  0.86 12.90  6.08 207 1017.6  15.1  14.8  12.9 99.0 99.00
2012 01 13 09 50   6  2.6  3.1  0.79 12.90  6.20 226 1017.7  15.4  14.8  11.5 99.0 99.00
2012 01 13 10 50  83  3.4  4.0  0.71 12.90  6.52 182 1017.6  15.6  14.8  10.4 99.0 99.00
2012 01 13 11 50  89  3.3  4.0  0.69 12.90  6.07 197 1017.5  16.1  14.7   9.2 99.0 99.00
2012 01 13 12 50  79  3.2  3.7  0.68 13.79  6.72 234 1017.9  16.3  14.6   7.6 99.0 99.00
2012 01 13 13 50  98  4.4  5.0  0.74 12.90  7.65 209 1018.4  15.7  14.6   8.8 99.0 99.00
2012 01 13 14 50  92  3.1  3.7  0.76 12.12  7.36 205 1018.9  15.5  14.6   8.8 99.0 99.00
2012 01 13 15 50 110  3.5  4.0  0.78 12.90  7.21 209 1019.6  15.5  14.5   9.8 99.0 99.00
2012 01 13 16 50  89  3.2  3.9  0.61 12.12  6.61 206 1020.5  15.4  14.6   9.6 99.0 99.00
2012 01 13 17 50 108  2.9  3.3  0.73 14.81  8.05 261 1021.3  15.5  14.6  10.1 99.0 99.00
2012 01 13 18 50  83  2.5  3.0  0.69 12.12  7.38 204 1021.0  15.7  14.8   9.3 99.0 99.00
2012 01 13 19 50  76  1.5  1.8  0.64 14.81  7.44 243 1020.3  16.1  15.1   9.6 99.0 99.00
2012 01 13 20 50 153  1.8  2.2  0.66 16.00  7.74 270 1019.3  16.3  15.6   9.9 99.0 99.00
2012 01 13 21 50 174  2.0  2.6  0.67 14.81  7.86 241 1018.9  16.6  15.8   9.8 99.0 99.00
2012 01 13 22 50 193  1.7  2.2  0.67 14.81  8.85 247 1018.8  16.4  15.9  11.0 99.0 99.00
2012 01 13 23 50 201  2.1  2.5  0.67 16.00  8.98 256 1018.5  16.4  15.7  11.3 99.0 99.00
2012 01 14 00 50 268  2.5  3.4  0.68 14.81  9.20 273 1018.7  15.6  15.5  11.7 99.0 99.00
2012 01 14 01 50 310  2.6  3.2  0.62 12.12  9.18 234 1019.0  15.0  15.2  12.8 99.0 99.00
2012 01 14 02 50 290  2.5  3.0  0.64 16.00  8.80 272 1019.4  15.2  15.0  11.5 99.0 99.00
2012 01 14 03 50 291  2.8  3.2  0.66 14.81  9.79 252 1019.6  15.2  15.0  11.5 99.0 99.00
2012 01 14 04 50 269  2.3  2.6  0.66 14.81  9.52 256 1019.9  15.6  14.9   9.7 99.0 99.00
2012 01 14 05 50 270  2.1  2.5  0.67 16.00 10.09 233 1020.0  15.5  14.9  10.7 99.0 99.00
2012 01 14 06 50 328  1.1  1.6  0.69 14.81  9.95 287 1020.0  15.4  14.8  12.2 99.0 99.00
2012 01 14 07 50  28  2.1  2.4  0.76 16.00 10.07 298 1019.7  15.4  14.8  12.8 99.0 99.00
2012 01 14 08 50  92  1.9  2.6  0.77 14.81 10.33 263 1019.5  16.1  14.8  10.4 99.0 99.00
2012 01 14 09 50 100  1.7  2.0  0.69 14.81  9.47 280 1019.5  16.0  14.8   9.5 99.0 99.00
2012 01 14 10 50 115  3.6  4.5  0.74 16.00  9.60 229 1019.6  15.6  14.8  10.0 99.0 99.00
2012 01 14 11 50 108  4.2  4.9  0.76 14.81 10.37 285 1019.6  15.8  14.8   9.6 99.0 99.00
2012 01 14 12 50 100  2.9  3.4  0.71 14.81  9.42 244 1019.6  15.8  14.8   8.8 99.0 99.00
2012 01 14 13 50 102  4.3  5.2  0.76 16.00  9.04 264 1019.9  15.7  14.7   7.2 99.0 99.00
2012 01 14 14 50 108  4.5  5.6  0.87 14.81  8.28 274 1020.0  15.4  14.7   7.5 99.0 99.00
2012 01 14 15 50  89  3.7  4.4  0.89 14.81  8.85 274 1020.3  15.2  14.7   8.7 99.0 99.00
2012 01 14 16 50  95  3.8  4.4  0.82 14.81  9.01 283 1021.0  15.7  14.7   7.5 99.0 99.00
2012 01 14 17 50  92  3.9  4.8  0.85 14.81  8.79 278 1021.2  15.8  14.8   7.1 99.0 99.00
2012 01 14 18 50 133  2.8  3.3  0.86 14.81  8.66 255 1021.5  15.0  14.9  10.8 99.0 99.00
2012 01 14 19 50 169  2.0  2.5  0.71 13.79  8.37 231 1020.8  14.9  14.9  11.8 99.0 99.00
2012 01 14 20 50 138  1.3  2.1  0.91 14.81 10.42 246 1019.9  15.0  14.9  12.1 99.0 99.00
2012 01 14 21 50 138  1.9  2.3  0.85 14.81 10.56 253 1019.3  15.2  15.1  12.1 99.0 99.00
2012 01 14 22 50  97  1.4  1.8  0.89 13.79 11.22 274 1019.0  15.1  15.2  13.0 99.0 99.00
2012 01 14 23 50 129  2.0  2.5  0.83 14.81 10.91 261 1018.8  15.5  15.3  11.3 99.0 99.00
2012 01 15 00 50  71  1.7  2.0  0.94 14.81 11.10 255 1018.8  15.0  15.2  13.2 99.0 99.00
2012 01 15 01 50 111  2.1  2.5  0.69 14.81 10.16 253 1018.9  14.8  15.1  13.6 99.0 99.00
2012 01 15 02 50  94  1.1  2.1  0.79 13.79 10.36 276 1018.9  14.6  15.0  13.6 99.0 99.00
2012 01 15 03 50 209  0.5  0.7  0.95 13.79 11.38 248 1019.2  14.4  14.9  13.6 99.0 99.00
2012 01 15 04 50 148  0.5  0.9  0.88 14.81 10.98 248 1019.6  14.3  14.9  13.8 99.0 99.00
2012 01 15 05 50 162  0.1  0.3  0.94 12.90 11.01 246 1019.6  14.1  14.8  12.6 99.0 99.00
2012 01 15 06 50 174  2.5  3.3  0.73 13.79 10.01 248 1019.8  14.3  14.8  12.2 99.0 99.00
2012 01 15 07 50 183  1.5  2.1  0.78 13.79 10.14 245 1019.6  14.2  14.8  12.4 99.0 99.00
2012 01 15 08 50  50  0.5  0.9  0.82 13.79 10.60 286 1019.2  14.1  14.8  12.9 99.0 99.00
2012 01 15 09 50  60  2.7  3.5  0.74 12.90 10.20 259 1018.7  14.3  14.8  12.7 99.0 99.00
2012 01 15 10 50 109  3.6  4.2  0.78 13.79 11.03 275 1018.5  14.3  14.8  12.4 99.0 99.00
2012 01 15 11 50 149  4.2  4.8  0.75 13.79 11.04 248 1018.4  14.4  14.8  13.1 99.0 99.00
2012 01 15 12 50 153  4.2  5.6  0.85 13.79 11.05 251 1018.5  14.5  14.8  13.3 99.0 99.00
2012 01 15 13 50 117  3.7  4.4  0.75 12.90  9.17 245 1018.5  14.7  14.8  11.8 99.0 99.00
2012 01 15 14 50 110  3.7  4.4  0.82 12.90 10.12 259 1018.7  14.5  14.8  12.9 99.0 99.00
2012 01 15 15 50 110  4.0  4.7  0.86 13.79  8.89 241 1019.3  14.4  14.8  12.2 99.0 99.00
2012 01 15 16 50 129  3.8  4.3  0.79 12.12  7.59 236 1019.9  14.5  14.8  11.8 99.0 99.00
2012 01 15 17 50 106  4.1  5.0  0.82 12.90  7.20 247 1020.0  14.4  14.8  11.6 99.0 99.00
2012 01 15 18 50 107  4.0  4.8  0.81 13.79  7.17 243 1019.8  14.6  14.8  12.6 99.0 99.00
2012 01 15 19 50 124  3.6  4.5  0.64 13.79  6.47 259 1019.1  14.7  14.8  12.4 99.0 99.00
2012 01 15 20 50 138  3.3  4.3  0.71 13.79  8.02 209 1018.3  14.7  14.8  12.7 99.0 99.00
2012 01 15 21 50 146  2.9  3.3  0.61 12.90  7.57 240 1017.8  14.7  14.9  13.6 99.0 99.00
2012 01 15 22 50 171  1.8  2.3  0.68 13.79  8.43 243 1017.4  14.6  15.0  12.3 99.0 99.00
2012 01 15 23 50 191  1.7  2.1  0.81 13.79  8.79 253 1017.7  14.5  15.0  11.8 99.0 99.00
2012 01 16 00 50 212  2.5  3.0  0.72 12.12  8.56 237 1018.0  14.4  14.9  11.6 99.0 99.00
2012 01 16 01 50 243  5.2  6.0  0.71 12.12  8.79 247 1018.2  14.1  14.8  11.6 99.0 99.00
2012 01 16 02 50 234  5.5  6.4  0.67 12.90  6.26 221 1018.6  13.9  14.9  12.5 99.0 99.00
2012 01 16 03 50 241  4.1  4.8  0.71 12.90  5.31 235 1019.0  13.7  14.9   7.5 99.0 99.00
2012 01 16 04 50 234  3.4  4.0  0.67 13.79  5.82 264 1019.1  13.9  14.8   9.1 99.0 99.00
2012 01 16 05 50 234  3.6  4.3  0.69 12.90  6.04 268 1019.3  13.9  14.7  11.1 99.0 99.00
2012 01 16 06 50 205  3.9  4.8  0.64 16.00  5.67 170 1019.1  13.9  14.7  11.2 99.0 99.00
2012 01 16 07 50 243  5.0  5.9  0.61 12.90  5.78 234 1019.2  13.8  14.7  12.3 99.0 99.00
2012 01 16 08 50 246  4.4  5.2  0.61 12.90  5.23 261 1019.0  13.5  14.7  11.9 99.0 99.00
2012 01 16 09 50 255  6.0  7.1  0.63 12.90  5.11 265 1018.8  13.4  14.7  10.5 99.0 99.00
2012 01 16 10 50 256  6.4  7.0  0.75 12.90  4.77 243 1018.5  13.2  14.7  11.4 99.0 99.00
2012 01 16 11 50 285  5.1  6.0  0.73 12.12  4.69 269 1018.2  13.5  14.7  10.9 99.0 99.00
2012 01 16 12 50 293  7.6  8.8  0.82 12.12  4.65 264 1018.3  12.8  14.7   9.4 99.0 99.00
2012 01 16 13 50 278  7.4  8.8  1.00 12.90  4.48 275 1018.7  12.2  14.7   7.7 99.0 99.00
2012 01 16 14 50 279  8.7 10.5  1.23  6.25  4.63 268 1019.2  11.4  14.6   7.1 99.0 99.00
2012 01 16 15 50 279  8.6 10.5  1.36  5.88  4.73 270 1019.6  11.2  14.5   6.3 99.0 99.00
2012 01 16 16 50 275  6.0  7.4  1.38  5.88  4.80 279 1020.4  11.1  14.4   5.2 99.0 99.00
2012 01 16 17 50 267  5.1  6.5  1.34  5.88  4.91 279 1020.9  11.2  14.4   5.3 99.0 99.00
2012 01 16 18 50 244  2.7  3.9  1.19  6.67  5.01 268 1021.1  11.1  14.4   4.6 99.0 99.00
2012 01 16 19 50 357  3.0  3.8  1.15  6.67  5.27 292 1020.4  11.4  14.4   5.3 99.0 99.00
2012 01 16 20 50   3  2.1  3.1  1.20  5.88  5.46 286 1020.0  11.8  14.5   6.0 99.0 99.00
2012 01 16 21 50 316  2.1  3.2  1.16  6.67  5.43 282 1019.8  11.9  14.7   6.2 99.0 99.00
2012 01 16 22 50 281  1.3  2.0  1.25  6.25  5.66 258 1019.8  12.4  14.8   5.7 99.0 99.00
2012 01 16 23 50 242  0.5  1.3  1.10  5.88  5.55 270 1020.0  13.0  14.9   5.7 99.0 99.00
2012 01 17 00 50 240  1.1  1.5  1.17  6.25  5.79 242 1020.7  12.5  14.8   6.2 99.0 99.00
2012 01 17 01 50 268  0.7  1.2  1.14  7.14  5.93 268 1021.2  12.2  14.7   6.3 99.0 99.00
2012 01 17 02 50 165  0.2  0.8  1.22  7.69  6.11 265 1021.5  12.3  14.6   6.5 99.0 99.00
2012 01 17 03 50  67  1.0  1.7  1.15  6.25  5.99 273 1022.0  12.5  14.5   7.2 99.0 99.00
2012 01 17 04 50  86  2.5  3.5  1.14  6.67  5.93 270 1022.3  12.7  14.4   7.7 99.0 99.00
2012 01 17 05 50  97  3.9  5.0  1.07  5.56  5.76 273 1022.6  12.6  14.4   7.7 99.0 99.00
2012 01 17 06 50 101  4.3  5.1  1.06  6.67  5.22 264 1022.9  12.5  14.4   7.3 99.0 99.00
2012 01 17 07 50 102  3.6  4.8  1.14  6.25  5.46 266 1023.1  12.4  14.3   7.7 99.0 99.00
2012 01 17 08 50 102  3.2  4.2  1.14  5.88  5.35 276 1023.1  12.3  14.3   7.2 99.0 99.00
2012 01 17 09 50 104  3.6  4.8  0.97  8.33  5.33 257 1023.1  12.3  14.3   7.5 99.0 99.00
2012 01 17 10 50 119  3.4  4.5  0.94  6.67  5.42 262 1023.2  12.3  14.4   7.4 99.0 99.00
2012 01 17 11 50 106  2.4  3.7  0.92 12.12  5.78 220 1023.4  12.2  14.5   7.0 99.0 99.00
2012 01 17 12 50 125  2.0  2.9  0.88  7.14  5.85 259 1023.8  12.3  14.5   7.1 99.0 99.00
2012 01 17 13 50 142  1.7  2.5  0.85  8.33  5.99 261 1024.2  12.4  14.4   6.8 99.0 99.00
2012 01 17 14 50  94  2.7  3.7  0.82  7.14  6.14 264 1024.6  12.4  14.3   7.3 99.0 99.00
2012 01 17 15 50  83  3.8  4.9  0.84  7.14  6.10 277 1025.1  12.3  14.2   8.0 99.0 99.00
2012 01 17 16 50  86  3.5  4.7  0.82  7.69  5.82 275 1025.9  12.3  14.3   7.9 99.0 99.00
2012 01 17 17 50  97  3.6  4.5  0.78  6.67  5.65 268 1026.2  12.4  14.3   7.5 99.0 99.00
2012 01 17 18 50 106  2.5  3.2  0.80  7.14  5.58 268 1026.1  12.5  14.5   7.3 99.0 99.00
2012 01 17 19 50 125  1.1  1.8  0.93  6.67  5.82 256 1025.8  12.6  14.7   7.2 99.0 99.00
2012 01 17 20 50 211  0.9  1.3  0.78  6.25  5.42 258 1025.3  12.7  14.9   7.5 99.0 99.00
2012 01 17 21 50 236  2.3  3.0  0.67 13.79  5.34 153 1024.6  12.9  15.1   7.4 99.0 99.00
2012 01 17 22 50 248  2.7  3.6  0.65  7.69  5.22 251 1024.1  12.8  15.1   8.0 99.0 99.00
2012 01 17 23 50 262  2.8  4.1  0.60 12.12  5.54 289 1024.3  12.9  15.0   8.1 99.0 99.00
2012 01 18 00 50 278  3.4  4.4  0.61  9.09  5.87 260 1023.8  12.7  15.0   8.1 99.0 99.00
2012 01 18 01 50 275  4.1  5.1  0.63 13.79  5.94 258 1024.4  12.6  14.9   8.3 99.0 99.00
2012 01 18 02 50 279  4.4  5.3  0.60  6.67  5.81 284 1025.1  12.6  14.5   7.8 99.0 99.00
2012 01 18 03 50 277  3.7  4.6  0.65 12.12  5.87 274 1025.5  12.6  14.4   8.1 99.0 99.00
2012 01 18 04 50 268  3.0  3.8  0.66  6.67  5.91 274 1025.5  12.7  14.4   6.3 99.0 99.00
2012 01 18 05 50 284  2.3  2.8  0.66 12.90  5.78 266 1025.7  12.8  14.4   5.9 99.0 99.00
2012 01 18 06 50 325  2.4  3.3  0.67  6.25  5.66 293 1025.7  12.8  14.5   7.3 99.0 99.00
2012 01 18 07 50 340  2.3  3.0  0.73 12.12  5.53 278 1025.9  12.9  14.5   7.5 99.0 99.00
2012 01 18 08 50 355  2.6  3.6  0.71  6.67  5.49 293 1025.6  13.0  14.5   8.4 99.0 99.00
2012 01 18 09 50 335  1.8  2.4  0.74 12.12  5.42 283 1025.2  12.7  14.5   8.1 99.0 99.00
2012 01 18 10 50 324  1.6  2.4  0.74  6.25  5.51 284 1024.7  12.6  14.6   8.4 99.0 99.00
2012 01 18 11 50 310  1.6  2.1  0.71  7.14  5.64 286 1024.5  12.5  14.6   8.2 99.0 99.00
2012 01 18 12 50 283  1.0  1.7  0.74  7.14  5.82 285 1024.6  12.5  14.6   8.6 99.0 99.00
2012 01 18 13 50 284  1.2  2.2  0.72 12.12  5.99 261 1024.9  12.4  14.6   9.1 99.0 99.00
2012 01 18 14 50 280  1.4  1.9  0.69 13.79  6.12 203 1025.5  12.2  14.6  10.0 99.0 99.00
2012 01 18 15 50 286  2.6  3.6  0.68 11.43  6.00 260 1025.8  12.3  14.6   9.8 99.0 99.00
2012 01 18 16 50 299  3.5  4.4  0.67 13.79  6.30 243 1026.4  12.4  14.6   9.2 99.0 99.00
2012 01 18 17 50 323  3.7  4.3  0.65 11.43  6.01 263 1026.8  12.4  14.6   7.7 99.0 99.00
2012 01 18 18 50 332  2.8  3.3  0.71 10.81  6.23 282 1026.2  12.4  14.7   7.9 99.0 99.00
2012 01 18 19 50 316  3.1  3.7  0.64 12.12  6.19 271 1025.4  12.5  14.8   8.1 99.0 99.00
2012 01 18 20 50 297  3.1  3.8  0.65 10.81  6.14 283 1024.6  12.6  14.9   8.3 99.0 99.00
2012 01 18 21 50 255  2.3  3.3  0.63 11.43  5.87 264 1024.1  12.8  14.9   8.5 99.0 99.00
2012 01 18 22 50 251  3.6  4.5  0.65  6.25  5.68 267 1023.6  13.2  15.0   7.2 99.0 99.00
2012 01 18 23 50 264  3.7  4.6  0.70 10.81  5.62 253 1023.1  13.3  14.9   7.1 99.0 99.00
2012 01 19 00 50 254  1.2  1.8  0.69  6.25  5.26 272 1022.9  13.5  14.9   7.0 99.0 99.00
2012 01 19 01 50 308  0.6  1.0  0.68  5.00  5.18 279 1022.1  13.0  14.8   8.3 99.0 99.00
2012 01 19 02 50 229  1.7  2.2  0.80  5.88  5.32 252 1022.1  13.3  14.8   8.5 99.0 99.00
2012 01 19 03 50 242  2.7  3.5  0.83  6.25  5.42 271 1021.9  13.6  14.7   7.8 99.0 99.00
2012 01 19 04 50 254  2.9  3.3  0.88  6.25  5.57 258 1021.6  13.3  14.7   9.3 99.0 99.00
2012 01 19 05 50 316  1.4  1.8  0.94  5.26  5.12 286 1021.4  13.5  14.7   8.9 99.0 99.00
2012 01 19 06 50 329  1.9  2.5  1.10  6.25  5.14 285 1021.6  13.6  14.6   8.7 99.0 99.00
2012 01 19 07 50 341  5.4  6.5  1.06  6.67  5.24 281 1021.4  13.8  14.6  10.4 99.0 99.00
2012 01 19 08 50 337  4.8  5.8  1.05  6.67  5.05 289 1021.0  13.5  14.6  10.5 99.0 99.00
2012 01 19 09 50 319  4.5  5.3  1.18  6.67  5.22 291 1020.5  13.4  14.6   9.8 99.0 99.00
2012 01 19 10 50 331  3.0  3.9  1.09  6.67  5.07 288 1020.1  13.5  14.6   9.8 99.0 99.00
2012 01 19 11 50 210  0.7  1.5  1.08  6.25  5.11 280 1019.7  13.0  14.6  10.2 99.0 99.00
2012 01 19 12 50   3  3.6  4.6  0.94  6.25  5.14 286 1019.6  13.0  14.6  10.6 99.0 99.00
2012 01 19 13 50 323  3.1  3.7  0.90  5.88  5.10 293 1019.8  13.1  14.6   9.8 99.0 99.00
2012 01 19 14 50 359  3.7  4.6  0.91  5.88  5.27 287 1019.9  12.9  14.6  10.3 99.0 99.00
2012 01 19 15 50  14  3.0  3.9  0.94  6.67  5.58 284 1020.3  13.0  14.5   9.5 99.0 99.00
2012 01 19 16 50  27  4.0  4.9  0.94  6.67  5.55 287 1020.5  13.2  14.6   9.4 99.0 99.00
2012 01 19 17 50 359  4.5  5.5  0.91  6.25  5.38 283 1020.7  13.2  14.6  10.0 99.0 99.00
2012 01 19 18 50 327  3.0  3.9  0.88  6.67  5.39 286 1020.2  13.3  14.7   9.2 99.0 99.00
2012 01 19 19 50 297  2.0  2.8  0.86  7.14  5.25 279 1019.5  13.1  14.8   9.3 99.0 99.00
2012 01 19 20 50 242  3.5  4.6  0.92 16.00  5.43 276 1018.5  13.5  15.0  10.4 99.0 99.00
2012 01 19 21 50 209  2.9  3.5  0.94  5.56  5.23 250 1017.7  13.4  15.0  10.2 99.0 99.00
2012 01 19 22 50 224  2.5  3.3  0.92  5.56  5.36 257 1017.2  13.8  15.1   8.6 99.0 99.00
2012 01 19 23 50 279  2.9  3.8  0.96  6.25  5.20 282 1017.1  14.1  15.0   9.7 99.0 99.00
2012 01 20 00 50 272  4.0  4.7  0.95  5.56  5.05 282 1017.1  13.8  15.0  11.0 99.0 99.00
2012 01 20 01 50 265  3.2  3.9  1.07  5.88  4.87 266 1017.2  13.5  14.9  10.8 99.0 99.00
2012 01 20 02 50 260  0.5  1.0  1.40  6.25  5.22 276 1017.5  13.5  14.8  10.0 99.0 99.00
2012 01 20 03 50 290  0.5  1.2  1.47  6.67  5.38 273 1017.3  13.6  14.8   9.8 99.0 99.00
2012 01 20 04 50 195  1.5  2.1  1.53  6.67  5.42 257 1017.3  13.7  14.7   9.8 99.0 99.00
